Source (A),Source (B),Source (C),Source (D),Source (E),Source (F),Source (G),Source (H),Source (I),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Nintendo,"To put smiles on the faces of everyone we touch. We do so by creating new surprises for people across the world to enjoy together. We've forged our own path since 1889, when we began making hanafuda playing cards in Kyoto, Japan. Today, we’re fortunate to be able to share our characters, ideas and worlds through the medium of video games and the entertainment industry. We are committed to delivering best-in-class Products and Services to our Customers and to investing in the well-being of our employees as part of the global Nintendo family.",546,93,13,0,81,42,5.870967741935484,96,94.18,99.00,23.51,99.00,19.20,19.79,87.50,51.04,11.46,10.42,0.00,10.42,0.00,0.00,0.00,1.04,6.25,21.88,5.21,3.12,7.29,0.00,11.46,3.12,2.08,1.04,1.04,1.04,8.33,8.33,0.00,0.00,0.00,0.00,16.67,1.04,0.00,0.00,0.00,7.29,1.04,4.17,0.00,0.00,2.08,0.00,2.08,1.04,0.00,1.04,1.04,1.04,0.00,0.00,0.00,18.75,14.58,3.12,2.08,1.04,0.00,2.08,6.25,0.00,15.62,2.08,8.33,5.21,7.29,7.29,1.04,2.08,0.00,0.00,1.04,0.00,0.00,0.00,1.04,0.00,14.58,5.21,4.17,0.00,0.00,0.00,0.00,3.12,0.00,2.08,0.00,0.00
Nissan,Nissan provides unique and innovative automotive Products and Services that deliver superior measurable values to all stakeholders* in alliance with Renault.,157,21,2,0,17,7,7.476190476190476,21,93.26,68.29,13.15,99.00,21.00,52.38,71.43,28.57,4.76,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,14.29,0.00,0.00,9.52,0.00,0.00,4.76,4.76,0.00,0.00,4.76,9.52,9.52,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,9.52,0.00,4.76,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,4.76,0.00,4.76,0.00,0.00,0.00,4.76,0.00,14.29,4.76,9.52,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76
Nordstrom,"Offer the customer the best possible service, selection, quality and value.",75,11,3,0,10,3,6.818181818181818,11,98.34,81.84,1.00,99.00,11.00,45.45,81.82,27.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,0.00,0.00,9.09,0.00,0.00,9.09,9.09,0.00,0.00,0.00,18.18,18.18,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.27,9.09,18.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NORTH CAROLINA STATE UNIVERSITY,"As a research-extensive land-grant university, North Carolina State University is dedicated to excellent teaching, the creation and application of knowledge, and engagement with public and private partners. By uniting our strength in science and technology with a commitment to excellence in a comprehensive range of disciplines, NC State promotes an integrated approach to problem solving that transforms lives and provides leadership for social, economic, and technological development across North Carolina and around the world.",531,74,10,1,64,28,7.175675675675675,76,98.71,88.18,13.83,97.58,38.00,44.74,81.58,39.47,2.63,1.32,0.00,1.32,0.00,0.00,0.00,1.32,7.89,18.42,1.32,1.32,10.53,0.00,3.95,2.63,1.32,0.00,0.00,0.00,7.89,6.58,1.32,0.00,0.00,0.00,10.53,0.00,1.32,0.00,0.00,7.89,3.95,2.63,1.32,0.00,1.32,0.00,0.00,0.00,0.00,0.00,1.32,0.00,1.32,0.00,0.00,15.79,3.95,6.58,3.95,2.63,1.32,0.00,3.95,0.00,11.84,1.32,10.53,0.00,15.79,0.00,0.00,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.16,2.63,7.89,0.00,0.00,0.00,0.00,2.63,0.00,0.00,0.00,0.00
NORTHEASTERN UNIVERSITY,"Educate students for a life of fulfillment and accomplishment
  Create and translate knowledge to meet global and societal needs.",129,19,1,0,17,7,6.7894736842105265,19,96.93,85.38,1.00,97.58,19.00,36.84,89.47,36.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,15.79,0.00,0.00,15.79,0.00,15.79,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,15.79,5.26,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,26.32,5.26,15.79,5.26,5.26,0.00,0.00,10.53,0.00,5.26,0.00,5.26,0.00,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Northrop Grumman,"Our Corporate mission is to provide policy guidelines and strategic direction for the implementation and interpretation of the Federal government initiatives and public law mandates. In addition, we ensure consistent application of the prescribed Northrop Grumman initiatives, policies and procedures across the enterprise.",323,43,4,0,37,16,7.511627906976744,43,97.66,91.85,21.56,25.77,21.50,51.16,74.42,39.53,4.65,4.65,0.00,4.65,0.00,0.00,0.00,0.00,9.30,13.95,2.33,0.00,9.30,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.30,0.00,0.00,0.00,0.00,6.98,2.33,4.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.33,0.00,2.33,0.00,0.00,20.93,4.65,6.98,9.30,0.00,0.00,0.00,4.65,0.00,13.95,0.00,9.30,4.65,13.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.30,4.65,4.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Northwestern Mutual,"To build a company that aspired less to be large than to be safe, ranked first in benefits to policyowners rather than first in size and valued quality above quantity.",167,30,2,0,29,14,5.566666666666666,30,99.00,25.24,82.75,99.00,30.00,20.00,83.33,50.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,3.33,3.33,30.00,6.67,3.33,3.33,0.00,6.67,16.67,10.00,0.00,6.67,3.33,10.00,10.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,10.00,0.00,0.00,3.33,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.67,0.00,10.00,10.00,3.33,3.33,3.33,6.67,0.00,20.00,0.00,13.33,6.67,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NORTHWESTERN UNIVERSITY,"Northwestern is committed to excellent teaching, innovative research and the personal and intellectual growth of its students in a diverse academic community.",158,22,2,0,21,9,7.181818181818182,22,96.54,81.84,11.00,99.00,22.00,54.55,90.91,40.91,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,9.09,13.64,4.55,0.00,9.09,0.00,4.55,9.09,0.00,0.00,0.00,0.00,13.64,9.09,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,4.55,4.55,9.09,0.00,0.00,0.00,4.55,0.00,13.64,4.55,9.09,0.00,22.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NORWEGIAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,"Mission in society

Our mission in society encompasses the expectations placed on NTNU by the nation as well as the world community, and the challenges in society that the university wishes to address. This is a governing principle for our activities

Our general mission

As a university, NTNU has a particular responsibility for long-term basic research and academic development. We aim to offer research-based education at all levels, emphasizing postgraduate studies and doctoral degrees. We will disseminate knowledge and manage expertise in nature, culture, society and technology. NTNU will be a bearer of culture and will contribute to innovation in society, industry, and public-sector activities.

Our specific mission

Our main profile in science and technology gives us a particular responsibility to develop the technological foundation for the society of the future. Programmes of professional study at master's degree level are a strong point at NTNU.  

We will also work at the interface of technology, natural science, medicine, architecture, the humanities and social science. NTNU has a responsibility to offer university education in art and to undertake artistic development work.

We will use our academic breadth and interdisciplinary expertise to solve complex problems and increase understanding of the relationships between technology, society and environment. We will take advantage of our unique qualifications to promote innovation and develop the knowledge base for sustainable value creation and a competitive business sector.

Our mission with respect to democracy and society

It is the university's mission to participate in a knowledge-based public debate about important issues in society. We will use our knowledge to benefit society, and contribute to competence development in developing countries. We will engage in solving global challenges in health and welfare, energy and climate, the environment and use of resources. Our activities will promote human rights and intercultural dialogue.",2032,298,36,5,275,127,6.818791946308725,302,94.93,97.80,10.81,87.92,20.13,39.74,84.44,42.72,6.95,5.96,0.00,5.96,0.00,0.00,0.00,0.99,7.62,15.56,4.97,0.99,8.28,0.00,8.28,4.97,1.99,0.00,0.00,0.33,4.30,3.97,0.33,0.00,0.00,0.00,14.24,0.00,0.00,0.00,0.00,6.29,2.65,2.65,0.99,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.99,0.00,0.00,15.23,6.95,3.97,3.97,1.66,0.33,0.33,4.64,3.97,11.92,0.33,10.93,0.66,14.90,0.33,0.33,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,11.92,4.97,4.97,0.00,0.00,0.00,0.00,1.32,0.00,0.66,0.00,0.00
NovoEd,"To make online education effective and engaging.
",49,7,1,0,6,2,7.0,7,93.26,92.33,13.15,99.00,7.00,42.86,85.71,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,28.57,14.29,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NPR,"To work in partnership with member stations to create a more informed public √¢‚Ç¨‚Äú one challenged and invigorated by a deeper understanding and appreciation of events, ideas and cultures",189,29,1,0,27,12,6.517241379310345,30,99.00,95.20,43.37,99.00,30.00,26.67,86.67,36.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,20.00,0.00,0.00,10.00,0.00,6.67,6.67,6.67,0.00,3.33,3.33,13.33,13.33,0.00,0.00,0.00,0.00,16.67,0.00,3.33,0.00,0.00,16.67,13.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,6.67,10.00,0.00,3.33,0.00,3.33,3.33,0.00,6.67,0.00,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Numi Organic Tea,"Numi inspires well-being of mind, body and spirit through the simple art of tea. Our company is rooted in the principle of creating a healthful product that nurtures people and honors the planet. In all of our company initiatives, we strive to foster a healthy, thriving global community while bringing you the purest, best-tasting organic tea.",344,56,9,0,53,24,6.142857142857143,58,96.88,98.06,6.84,99.00,19.33,27.59,87.93,43.10,8.62,6.90,0.00,5.17,1.72,0.00,0.00,1.72,10.34,13.79,3.45,1.72,5.17,0.00,8.62,8.62,3.45,0.00,0.00,1.72,12.07,12.07,0.00,0.00,0.00,0.00,13.79,0.00,0.00,0.00,0.00,12.07,1.72,6.90,0.00,0.00,3.45,0.00,1.72,0.00,0.00,0.00,8.62,1.72,1.72,0.00,5.17,15.52,6.90,8.62,3.45,1.72,0.00,0.00,1.72,0.00,10.34,1.72,5.17,3.45,5.17,1.72,0.00,0.00,1.72,0.00,1.72,0.00,0.00,0.00,1.72,0.00,15.52,5.17,6.90,0.00,0.00,0.00,0.00,3.45,0.00,0.00,0.00,0.00
Nutanix,"Nutanix delivers invisible infrastructure for next-generation enterprise computing, elevating IT to focus on the applications and services that power their business.",165,21,3,1,19,8,7.857142857142857,22,93.26,67.52,31.94,25.77,22.00,50.00,72.73,36.36,13.64,4.55,0.00,0.00,0.00,0.00,4.55,9.09,4.55,13.64,0.00,0.00,4.55,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,18.18,4.55,4.55,9.09,18.18,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,4.55,4.55,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00
Oakland City Hall,"To deliver effective, courteous and responsive services to Oakland, both on- and offline.",89,13,4,0,11,5,6.846153846153846,13,97.95,50.00,94.81,25.77,13.00,53.85,69.23,38.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.08,0.00,0.00,15.38,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.08,7.69,15.38,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.77,7.69,15.38,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00
Oakland Digital,Bridge the digital literacy and opportunity divide.,51,7,1,0,6,2,7.285714285714286,7,93.26,50.00,1.00,99.00,7.00,42.86,57.14,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
OHIO STATE UNIVERSITY,"Creating and discovering knowledge to improve the well-being of our state, regional, national and global communities;
Educating students through a comprehensive array of distinguished academic programs;
Preparing a diverse student body to be leaders and engaged citizens;
Fostering a culture of engagement and service.
We understand that diversity and inclusion are essential components of our excellence.",405,56,8,0,51,22,7.232142857142857,57,89.34,97.28,12.29,99.00,28.50,52.63,85.96,42.11,7.02,5.26,0.00,5.26,0.00,0.00,0.00,1.75,7.02,12.28,5.26,1.75,8.77,0.00,8.77,5.26,0.00,0.00,0.00,0.00,10.53,10.53,0.00,0.00,0.00,0.00,15.79,0.00,0.00,0.00,0.00,12.28,7.02,1.75,0.00,0.00,1.75,1.75,0.00,0.00,0.00,0.00,1.75,1.75,0.00,0.00,0.00,15.79,7.02,5.26,5.26,0.00,0.00,0.00,5.26,1.75,5.26,0.00,5.26,0.00,12.28,0.00,0.00,0.00,0.00,0.00,1.75,0.00,0.00,0.00,1.75,0.00,14.04,3.51,3.51,0.00,5.26,0.00,0.00,1.75,0.00,0.00,0.00,0.00
Oxfam,"To create lasting solutions to poverty, hunger, and social injustice",68,10,2,0,9,3,6.8,10,98.58,84.14,43.37,99.00,10.00,40.00,90.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,20.00,10.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,40.00,10.00,20.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
OXFORD BROOKES UNIVERSITY,"Oxford Brookes University is committed to leading the intellectual, social and economic development of the communities it serves through teaching, research and creativity that achieve the highest standards.",206,28,3,0,25,11,7.357142857142857,28,96.00,76.25,1.06,99.00,28.00,53.57,85.71,39.29,7.14,0.00,0.00,0.00,0.00,0.00,0.00,7.14,10.71,10.71,3.57,0.00,7.14,0.00,3.57,3.57,3.57,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,10.71,0.00,7.14,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,7.14,10.71,10.71,3.57,0.00,0.00,3.57,0.00,7.14,3.57,3.57,0.00,25.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.71,3.57,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Palantir,"Our team is dedicated to working for the common good and doing what‚Äôs right, in addition to being deeply passionate about building great software and successful company.",171,27,2,0,25,12,6.333333333333333,28,83.81,92.33,13.15,99.00,28.00,28.57,85.71,46.43,7.14,3.57,0.00,3.57,0.00,0.00,0.00,3.57,3.57,17.86,10.71,3.57,7.14,0.00,14.29,14.29,0.00,3.57,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,10.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,0.00,3.57,0.00,21.43,7.14,10.71,0.00,10.71,0.00,0.00,3.57,0.00,14.29,0.00,10.71,0.00,14.29,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,3.57,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pampers,"At Pampers, our responsibility and passion is simple: to serve families and their little ones. We remain committed to ensure that babies have the brightest beginnings.Caring for Babies Means Caring for the Planet They Grow Up In.",229,37,5,0,25,17,6.1891891891891895,38,93.26,99.00,33.36,99.00,19.00,18.42,84.21,47.37,13.16,10.53,0.00,5.26,0.00,0.00,5.26,2.63,5.26,18.42,5.26,0.00,5.26,0.00,10.53,10.53,2.63,0.00,0.00,0.00,7.89,7.89,0.00,0.00,0.00,0.00,18.42,7.89,0.00,0.00,0.00,5.26,2.63,0.00,0.00,0.00,2.63,0.00,2.63,2.63,0.00,0.00,2.63,0.00,0.00,2.63,0.00,10.53,7.89,0.00,2.63,0.00,0.00,0.00,10.53,0.00,15.79,2.63,10.53,2.63,2.63,2.63,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.16,7.89,2.63,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Panasonic,"We design, manufacture and market innovative Products and human oriented life solutions which enhance comfort, safety and energy efficiency to world markets by considering the satisfaction of stakeholders.",205,28,3,0,26,9,7.321428571428571,28,89.26,85.81,4.35,99.00,28.00,42.86,82.14,32.14,7.14,3.57,0.00,3.57,0.00,0.00,0.00,3.57,3.57,10.71,0.00,0.00,10.71,0.00,3.57,0.00,0.00,3.57,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,10.71,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,3.57,0.00,0.00,14.29,3.57,7.14,0.00,0.00,3.57,0.00,0.00,0.00,3.57,0.00,3.57,0.00,14.29,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.71,3.57,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pandora,see last year,13,3,0,0,3,0,4.333333333333333,3,93.26,50.00,99.00,25.77,3.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,66.67,0.00,0.00,66.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PayPal,"To build the Web‚Äôs most convenient, secure, cost-effective payment solution.",78,10,4,0,8,3,7.8,12,99.00,50.00,23.51,99.00,12.00,33.33,66.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,8.33,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,16.67,16.67,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,8.33,16.67,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00
Peerspace,"Peerspace is the leading online marketplace to find and book meeting, event and production space. Since our launch in 2014, we have been on a mission to surface the world‚Äôs dark space, shining a light on underutilized venues, all while creating an ecosystem of people doing creative, interesting, memorable activities. We believe that by connecting people and space, companies and individuals will be able to celebrate more often, work together more often, and create great things more often, simply because it‚Äôs easier than ever to do so.",543,87,13,0,81,37,6.241379310344827,89,73.02,89.16,73.23,99.00,29.67,24.72,87.64,47.19,6.74,3.37,0.00,3.37,0.00,0.00,0.00,3.37,5.62,12.36,7.87,6.74,8.99,0.00,12.36,7.87,5.62,0.00,1.12,4.49,6.74,6.74,0.00,0.00,0.00,0.00,10.11,0.00,0.00,0.00,0.00,19.10,3.37,8.99,0.00,3.37,2.25,1.12,3.37,3.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.48,5.62,7.87,1.12,1.12,0.00,1.12,7.87,1.12,20.22,2.25,10.11,7.87,7.87,2.25,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.61,3.37,11.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PENNSYLVANIA STATE UNIVERSITY,"The Pennsylvania State University is a multi-campus, land-grant, public research University that educates students from around the world, and supports individuals and communities through integrated programs of teaching, research, and service.

Our instructional mission includes undergraduate, graduate, professional, continuing, and extension education, offered through both resident instruction and distance learning. Our educational programs are enriched by the talent, knowledge, diversity, creativity, and teaching and research acumen of our faculty, students, and staff.

Our discovery-oriented, collaborative, and interdisciplinary research and scholarship promote human and economic development, global understanding, and advancement in professional practice through the expansion of knowledge and its applications in the natural and applied sciences, social and behavioral sciences, engineering, technology, arts and humanities, and myriad professions.

As Pennsylvania’s land-grant university, we provide unparalleled access to education and public service to support the citizens of the Commonwealth and beyond. We engage in collaborative activities with private sector, educational, and governmental partners worldwide to generate, integrate, apply, and disseminate knowledge that is valuable to society.",1316,165,41,0,153,60,7.975757575757576,169,87.66,93.79,6.35,86.98,28.17,52.07,83.43,36.09,5.33,3.55,0.00,3.55,0.00,0.00,0.00,1.78,4.73,11.83,1.78,1.18,13.02,0.00,2.96,2.37,0.59,0.00,0.00,0.59,3.55,3.55,0.00,0.00,0.00,0.00,11.83,0.00,0.59,0.00,0.00,4.73,3.55,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.20,6.51,2.37,4.73,1.78,0.00,0.00,4.73,0.00,8.28,1.18,7.10,0.00,24.85,0.59,0.59,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.85,3.55,18.34,0.00,0.00,0.00,0.00,2.37,0.00,0.59,0.00,0.00
PepsiCo,"To provide consumers around the world with delicious, affordable, convenient and complementary foods and beverages from wholesome breakfasts to healthy and fun daytime snacks and beverages to evening treats.",207,29,3,0,28,10,7.137931034482759,29,97.62,63.49,11.50,99.00,29.00,44.83,79.31,37.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,20.69,0.00,3.45,13.79,0.00,0.00,10.34,0.00,0.00,0.00,0.00,10.34,10.34,0.00,0.00,0.00,0.00,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,0.00,0.00,13.79,0.00,0.00,0.00,13.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,13.79,0.00,6.90,6.90,3.45,3.45,0.00,6.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.34,3.45,6.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pfizer,"To be the premier, innovative biopharmaceutical company.",56,7,2,0,6,3,8.0,7,99.00,92.33,13.15,25.77,7.00,57.14,71.43,42.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
